#X 	Y 	poch 	SPLINE
133.5	7.97164	380.462	8.62335
133.51	8.62335	328.924	9.30977
133.52	9.30977	324.349	10.0262
133.53	10.0262	235.282	10.7655
133.54	10.7655	112.361	11.5181
133.55	11.5181	43.1106	12.2713
133.56	12.2713	-176.612	13.0095
133.57	13.0095	-309.005	13.7139
133.58	13.7139	-552.409	14.3629
133.59	14.3629	-801.215	14.9334
133.6	14.9334	-1007.36	15.4016
133.61	15.4016	-1261.16	15.7446
133.62	15.7446	-1463.46	15.9427
133.63	15.9427	-1603.34	15.9809
133.64	15.9809	-1704.34	15.8506
133.65	15.8506	-1696.76	15.551
133.66	15.551	-1645.13	15.089
133.67	15.089	-1498.42	14.4788
133.68	14.4788	-1259.93	13.7407
133.69	13.7407	-1070.67	12.8992
133.7	12.8992	-731.834	11.9809
133.71	11.9809	-527.333	11.0126
133.72	11.0126	-241.665	10.0198
133.73	10.0198	16.9428	9.02502
133.74	9.02502	149.388	8.0476
133.75	8.0476	336.094	7.10303
133.76	7.10303	479.42	6.20308
133.77	6.20308	506.509	5.35603
133.78	5.35603	587.341	4.56709
133.79	4.56709	634.573	3.83888
133.8	3.83888	586.016	3.1719
133.81	3.1719	629.762	2.56501
133.82	2.56501	557.099	2.0158
133.83	2.0158	548.21	1.52101
133.84	1.52101	518.859	1.07675
133.85	1.07675	449.892	0.67881
133.86	0.67881	420.982	0.32279
133.87	0.32279	384.148	0.00426
133.88	0.00426	321.8	-0.2811
133.89	-0.2811	290.306	-0.5375
133.9	-0.5375	256.487	-0.76891
133.91	-0.76891	204.892	-0.97908
133.92	-0.97908	177.538	-1.17152
133.93	-1.17152	149.931	-1.34949
133.94	-1.34949	107.563	-1.51597
133.95	-1.51597	93.1293	-1.67376
133.96	-1.67376	55.964	-1.8254
133.97	-1.8254	37.667	-1.97326
133.98	-1.97326	20.4105	-2.11951
133.99	-2.11951	-9.25033	-2.2662
134	-2.2662	-23.2468	-2.4152
134.01	-2.4152	-36.5029	-2.5683
134.02	-2.5683	-62.7914	-2.7272
134.03	-2.7272	-74.4856	-2.8935
134.04	-2.8935	-83.7564	-3.06876
134.05	-3.06876	-112.192	-3.25448
134.06	-3.25448	-111.353	-3.45213
134.07	-3.45213	-140.347	-3.66316
134.08	-3.66316	-148.431	-3.88898
134.09	-3.88898	-154.294	-4.13097
134.1	-4.13097	-182.766	-4.39049
134.11	-4.39049	-188.959	-4.66883
134.12	-4.66883	-191.829	-4.96724
134.13	-4.96724	-221.007	-5.28684
134.14	-5.28684	-223.308	-5.62864
134.15	-5.62864	-219.231	-5.99344
134.16	-5.99344	-246.821	-6.38178
134.17	-6.38178	-239.753	-6.79388
134.18	-6.79388	-221.326	-7.22951
134.19	-7.22951	-247.353	-7.68789
134.2	-7.68789	-194.581	-8.16755
134.21	-8.16755	-207.686	-8.66622
134.22	-8.66622	-159.492	-9.18063
134.23	-9.18063	-99.8062	-9.70641
134.24	-9.70641	-75.7096	-10.2379
134.25	-10.2379	9.58125	-10.7683
134.26	-10.7683	109.447	-11.289
134.27	-11.289	173.923	-11.7906
134.28	-11.7906	300.337	-12.2621
134.29	-12.2621	430.93	-12.6918
134.3	-12.6918	523.331	-13.0675
134.31	-13.0675	676.501	-13.3771
134.32	-13.3771	764.95	-13.6094
134.33	-13.6094	879.839	-13.7545
134.34	-13.7545	953.517	-13.8048
134.35	-13.8048	998.684	-13.7556
134.36	-13.7556	1019.18	-13.6054
134.37	-13.6054	986.478	-13.3564
134.38	-13.3564	945.76	-13.0141
134.39	-13.0141	855.441	-12.587
134.4	-12.587	723.651	-12.0863
134.41	-12.0863	623.625	-11.5249
134.42	-11.5249	470.719	-10.9167
134.43	-10.9167	303.362	-10.2759
134.44	-10.2759	213.451	-9.61626
134.45	-9.61626	31.4534	-8.95053
134.46	-8.95053	-33.3091	-8.29007
134.47	-8.29007	-153.697	-7.64459
134.48	-7.64459	-251.738	-7.0221
134.49	-7.0221	-276.061	-6.42886
134.5	-6.42886	-342.731	-5.86951
134.51	-5.86951	-388.636	-5.34722
134.52	-5.34722	-374.821	-4.86385
134.53	-4.86385	-400.311	-4.42021
134.54	-4.42021	-410.334	-4.01619
134.55	-4.01619	-373.363	-3.651
134.56	-3.651	-389.802	-3.32329
134.57	-3.32329	-346.993	-3.03136
134.58	-3.03136	-339.708	-2.77322
134.59	-2.77322	-323.826	-2.54677
134.6	-2.54677	-287.777	-2.34981
134.61	-2.34981	-274.288	-2.18017
134.62	-2.18017	-256.096	-2.03573
134.63	-2.03573	-227.067	-1.91447
134.64	-1.91447	-213.669	-1.81451
134.65	-1.81451	-197.659	-1.73411
134.66	-1.73411	-177.071	-1.67169
134.67	-1.67169	-165.838	-1.62583
134.68	-1.62583	-154.276	-1.59532
134.69	-1.59532	-141.171	-1.57907
134.7	-1.57907	-134.124	-1.5762
134.71	-1.5762	-125.679	-1.58596
134.72	-1.58596	-120.941	-1.60778
134.73	-1.60778	-114.949	-1.64123
134.74	-1.64123	-114.246	-1.68603
134.75	-1.68603	-112.358	-1.74204
134.76	-1.74204	-109.662	-1.80925
134.77	-1.80925	-115.068	-1.88779
134.78	-1.88779	-116.251	-1.97791
134.79	-1.97791	-115.5	-2.07997
134.8	-2.07997	-129.029	-2.19448
134.81	-2.19448	-124.994	-2.32203
134.82	-2.32203	-141.982	-2.46337
134.83	-2.46337	-146.437	-2.61933
134.84	-2.61933	-150.423	-2.79087
134.85	-2.79087	-171.28	-2.97905
134.86	-2.97905	-178.906	-3.18505
134.87	-3.18505	-183.481	-3.41012
134.88	-3.41012	-211.133	-3.65563
134.89	-3.65563	-219.425	-3.92301
134.9	-3.92301	-224.805	-4.21376
134.91	-4.21376	-257.383	-4.52939
134.92	-4.52939	-265.606	-4.87142
134.93	-4.87142	-265.94	-5.2413
134.94	-5.2413	-308.332	-5.64037
134.95	-5.64037	-286.555	-6.06976
134.96	-6.06976	-325.97	-6.53028
134.97	-6.53028	-317.323	-7.02232
134.98	-7.02232	-297.981	-7.54564
134.99	-7.54564	-320.332	-8.09923
135	-8.09923	-285.348	-8.68104
135.01	-8.68104	-233.347	-9.28779
135.02	-9.28779	-222.731	-9.91468
135.03	-9.91468	-139.903	-10.5551
135.04	-10.5551	-32.2281	-11.2006
135.05	-11.2006	26.4924	-11.8404
135.06	-11.8404	207.675	-12.4617
135.07	-12.4617	309.202	-13.0497
135.08	-13.0497	498.792	-13.5879
135.09	-13.5879	686.282	-14.0589
135.1	-14.0589	835.284	-14.445
135.11	-14.445	1022.48	-14.7296
135.12	-14.7296	1169.07	-14.8984
135.13	-14.8984	1269.87	-14.9404
135.14	-14.9404	1346.11	-14.8492
135.15	-14.8492	1345.87	-14.6236
135.16	-14.6236	1316.45	-14.2679
135.17	-14.2679	1219.29	-13.7915
135.18	-13.7915	1051.58	-13.2086
135.19	-13.2086	922.388	-12.5363
135.2	-12.5363	670.584	-11.7942
135.21	-11.7942	519.405	-11.0024
135.22	-11.0024	297.075	-10.1809
135.23	-10.1809	85.8371	-9.34779
135.24	-9.34779	-26.1457	-8.51946
135.25	-8.51946	-190.354	-7.70963
135.26	-7.70963	-323.678	-6.92936
135.27	-6.92936	-360.366	-6.1871
135.28	-6.1871	-444.934	-5.48884
135.29	-5.48884	-502.811	-4.83842
135.3	-4.83842	-474.652	-4.23781
135.31	-4.23781	-528.722	-3.68746
135.32	-3.68746	-477.402	-3.1866
135.33	-3.1866	-481.69	-2.73354
135.34	-2.73354	-466.994	-2.3259
135.35	-2.3259	-413.792	-1.96084
135.36	-1.96084	-396.139	-1.63522
135.37	-1.63522	-370.662	-1.34578
135.38	-1.34578	-319.277	-1.08918
135.39	-1.08918	-296.756	-0.86215
135.4	-0.86215	-269.854	-0.66153
135.41	-0.66153	-227.369	-0.4843
135.42	-0.4843	-206.137	-0.32763
135.43	-0.32763	-183.042	-0.18886
135.44	-0.18886	-148.792	-0.06555
135.45	-0.06555	-136.971	0.04453
135.46	0.04453	-107.493	0.14344
135.47	0.14344	-93.3762	0.23304
135.48	0.23304	-78.2149	0.31503
135.49	0.31503	-58.0465	0.39094
135.5	0.39094	-46.9965	0.46216
135.51	0.46216	-35.6782	0.52998
135.52	0.52998	-20.5824	0.59554
135.53	0.59554	-11.4157	0.65993
135.54	0.65993	-4.03061	0.72413
135.55	0.72413	10.2427	0.78907
135.56	0.78907	13.3648	0.85562
135.57	0.85562	26.8277	0.92463
135.58	0.92463	33.0747	0.99693
135.59	0.99693	38.4941	1.07332
135.6	1.07332	51.4289	1.15462
135.61	1.15462	57.4927	1.24165
135.62	1.24165	62.773	1.33525
135.63	1.33525	77.1747	1.4363
135.64	1.4363	84.2578	1.54574
135.65	1.54574	89.7447	1.66454
135.66	1.66454	107.669	1.79375
135.67	1.79375	115.275	1.93446
135.68	1.93446	121.991	2.08789
135.69	2.08789	146.149	2.2553
135.7	2.2553	146.568	2.43809
135.71	2.43809	173.937	2.63772
135.72	2.63772	185.175	2.8558
135.73	2.8558	193.567	3.094
135.74	3.094	226.359	3.35413
135.75	3.35413	239.051	3.63808
135.76	3.63808	248.205	3.94782
135.77	3.94782	287.684	4.2854
135.78	4.2854	300.392	4.65286
135.79	4.65286	305.537	5.05223
135.8	5.05223	356.088	5.48544
135.81	5.48544	337.77	5.95423
135.82	5.95423	385.445	6.45998
135.83	6.45998	381.726	7.00364
135.84	7.00364	364.752	7.58542
135.85	7.58542	393.984	8.20462
135.86	8.20462	358.506	8.85927
135.87	8.85927	301.299	9.54584
135.88	9.54584	289.401	10.2589
135.89	10.2589	191.315	10.9905
135.9	10.9905	63.8532	11.7303
135.91	11.7303	-24.5654	12.4649
135.92	12.4649	-211.387	13.1779
135.93	13.1779	-425.522	13.8502
135.94	13.8502	-592.338	14.4603
135.95	14.4603	-872.435	14.9856
135.96	14.9856	-1060.13	15.4033
135.97	15.4033	-1299.27	15.6922
135.98	15.6922	-1476.89	15.8346
135.99	15.8346	-1594.09	15.8183
136	15.8183	-1666.31	15.6372
136.01	15.6372	-1631.68	15.2932
136.02	15.2932	-1561.84	14.795
136.03	14.795	-1399.05	14.1586
136.04	14.1586	-1153.22	13.4046
136.05	13.4046	-966.43	12.5577
136.06	12.5577	-633.944	11.6436
136.07	11.6436	-442.462	10.6881
136.08	10.6881	-171.53	9.71484
136.09	9.71484	69.5835	8.74506
136.1	8.74506	187.542	7.7964
136.11	7.7964	359.369	6.88293
136.12	6.88293	488.681	6.01516
136.13	6.01516	508.143	5.20039
136.14	5.20039	580.457	4.44304
136.15	4.44304	619.03	3.74516
136.16	3.74516	576.685	3.10685
136.17	3.10685	585.73	2.52672
136.18	2.52672	575.054	2.00227
136.19	2.00227	504.011	1.5302
136.2	1.5302	504.725	1.10668
136.21	1.10668	429.873	0.72759
136.22	0.72759	403.65	0.38866
136.23	0.38866	367.777	0.08563
136.24	0.08563	307.762	-0.18567
136.25	-0.18567	277.819	-0.42926
136.26	-0.42926	245.391	-0.64894
136.27	-0.64894	195.855	-0.84831
136.28	-0.84831	170.044	-1.0307
136.29	-1.0307	143.89	-1.19921
136.3	-1.19921	102.94	-1.35671
136.31	-1.35671	89.722	-1.50584
136.32	-1.50584	54.2174	-1.64902
136.33	-1.64902	36.8418	-1.78851
136.34	-1.78851	20.059	-1.92639
136.35	-1.92639	-7.80066	-2.0646
136.36	-2.0646	-21.3009	-2.20493
136.37	-2.20493	-34.344	-2.34911
136.38	-2.34911	-59.165	-2.49876
136.39	-2.49876	-70.5422	-2.65543
136.4	-2.65543	-80.3291	-2.82063
136.41	-2.82063	-104.966	-2.99583
136.42	-2.99583	-115.148	-3.18248
136.43	-3.18248	-122.199	-3.38202
136.44	-3.38202	-151.424	-3.59585
136.45	-3.59585	-148.077	-3.8254
136.46	-3.8254	-178.77	-4.07207
136.47	-4.07207	-185.412	-4.33723
136.48	-4.33723	-190.206	-4.62225
136.49	-4.62225	-219.647	-4.92839
136.5	-4.92839	-224.94	-5.25688
136.51	-5.25688	-223.056	-5.60875
136.52	-5.60875	-253.908	-5.9849
136.53	-5.9849	-250.819	-6.38593
136.54	-6.38593	-237.251	-6.81208
136.55	-6.81208	-268.865	-7.26317
136.56	-7.26317	-223.171	-7.73839
136.57	-7.73839	-243.299	-8.23622
136.58	-8.23622	-204.165	-8.75425
136.59	-8.75425	-153.303	-9.28903
136.6	-9.28903	-139.16	-9.83587
136.61	-9.83587	-62.715	-10.3887
136.62	-10.3887	29.0199	-10.9401
136.63	-10.9401	85.7481	-11.481
136.64	-11.481	208.516	-12.0008
136.65	-12.0008	340.422	-12.488
136.66	-12.488	437.972	-12.9298
136.67	-12.9298	588.258	-13.313
136.68	-13.313	726.48	-13.6246
136.69	-13.6246	827.359	-13.8527
136.7	-13.8527	949.879	-13.9871
136.71	-13.9871	1015.14	-14.0199
136.72	-14.0199	1071.16	-13.9467
136.73	-13.9467	1068.47	-13.7666
136.74	-13.7666	1049.87	-13.4827
136.75	-13.4827	980.322	-13.1018
136.76	-13.1018	861.267	-12.6337
136.77	-12.6337	762.679	-12.0909
136.78	-12.0909	608.169	-11.4879
136.79	-11.4879	429.65	-10.8396
136.8	-10.8396	327.066	-10.1613
136.81	-10.1613	125.306	-9.46735
136.82	-9.46735	44.1911	-8.77105
136.83	-8.77105	-95.9365	-8.08395
136.84	-8.08395	-213.001	-7.4158
136.85	-7.4158	-250.485	-6.77444
136.86	-6.77444	-331.94	-6.16586
136.87	-6.16586	-390.758	-5.59436
136.88	-5.59436	-382.784	-5.06269
136.89	-5.06269	-416.45	-4.57231
136.9	-4.57231	-431.558	-4.12359
136.91	-4.12359	-398.817	-3.71602
136.92	-3.71602	-401.929	-3.34842
136.93	-3.34842	-394.282	-3.01912
136.94	-3.01912	-349.898	-2.72608
136.95	-2.72608	-352.289	-2.46707
136.96	-2.46707	-307.174	-2.2397
136.97	-2.2397	-294.298	-2.0416
136.98	-2.0416	-273.76	-1.8704
136.99	-1.8704	-240.913	-1.72383
137	-1.72383	-225.19	-1.59972
137.01	-1.59972	-207.409	-1.49607
137.02	-1.49607	-182.701	-1.41104
137.03	-1.41104	-169.843	-1.34295
137.04	-1.34295	-155.453	-1.29029
137.05	-1.29029	-139.298	-1.25176
137.06	-1.25176	-130.604	-1.22619
137.07	-1.22619	-118.501	-1.2126
137.08	-1.2126	-112.085	-1.21018
137.09	-1.21018	-104.1	-1.21824
137.1	-1.21824	-99.7946	-1.23627
137.11	-1.23627	-95.8508	-1.26388
137.12	-1.26388	-92.2422	-1.30083
137.13	-1.30083	-92.3862	-1.34696
137.14	-1.34696	-92.5758	-1.4023
137.15	-1.4023	-90.5248	-1.46693
137.16	-1.46693	-96.9944	-1.54108
137.17	-1.54108	-98.8052	-1.62508
137.18	-1.62508	-99.4362	-1.71937
137.19	-1.71937	-112.422	-1.8245
137.2	-1.8245	-110.128	-1.94112
137.21	-1.94112	-126.026	-2.06999
137.22	-2.06999	-131.692	-2.21199
137.23	-2.21199	-135.891	-2.36809
137.24	-2.36809	-156.705	-2.5394
137.25	-2.5394	-164.525	-2.72712
137.26	-2.72712	-170.855	-2.93257
137.27	-2.93257	-197.403	-3.15717
137.28	-3.15717	-207.747	-3.40245
137.29	-3.40245	-213.771	-3.67004
137.3	-3.67004	-251.689	-3.96164
137.31	-3.96164	-245.075	-4.27901
137.32	-4.27901	-285.664	-4.62392
137.33	-4.62392	-294.313	-4.99814
137.34	-4.99814	-297.602	-5.40334
137.35	-5.40334	-337.602	-5.84103
137.36	-5.84103	-339.165	-6.31244
137.37	-6.31244	-331.133	-6.81841
137.38	-6.81841	-364.298	-7.35917
137.39	-7.35917	-346.081	-7.93421
137.4	-7.93421	-310.427	-8.54195
137.41	-8.54195	-319.319	-9.17952
137.42	-9.17952	-258.203	-9.84243
137.43	-9.84243	-170.001	-10.5243
137.44	-10.5243	-135.651	-11.2164
137.45	-11.2164	32.188	-11.9078
137.46	-11.9078	116.727	-12.5847
137.47	-12.5847	303.377	-13.2311
137.48	-13.2311	503.005	-13.8288
137.49	-13.8288	665.558	-14.3579
137.5	-14.3579	892.363	-14.7983
137.51	-14.7983	1095.84	-15.1305
137.52	-15.1305	1250.36	-15.3372
137.53	-15.3372	1404.58	-15.4049
137.54	-15.4049	1479.24	-15.3252
137.55	-15.3252	1514.49	-15.0959
137.56	-15.0959	1453.24	-14.7211
137.57	-14.7211	1371.86	-14.2111
137.58	-14.2111	1206.34	-13.5817
137.59	-13.5817	978.284	-12.8525
137.6	-12.8525	798.764	-12.0458
137.61	-12.0458	545.771	-11.1847
137.62	-11.1847	289.375	-10.2916
137.63	-10.2916	135.946	-9.38713
137.64	-9.38713	-74.0571	-8.48957
137.65	-8.48957	-252.387	-7.61405
137.66	-7.61405	-319.18	-6.77262
137.67	-6.77262	-437.018	-5.97429
137.68	-5.97429	-521.557	-5.22526
137.69	-5.22526	-504.241	-4.5293
137.7	-4.5293	-578.293	-3.88811
137.71	-3.88811	-528.494	-3.30175
137.72	-3.30175	-539.961	-2.76895
137.73	-2.76895	-528.798	-2.28748
137.74	-2.28748	-469.794	-1.8544
137.75	-1.8544	-452.28	-1.46632
137.76	-1.46632	-424.061	-1.11958
137.77	-1.11958	-364.501	-0.81037
137.78	-0.81037	-338.703	-0.53491
137.79	-0.53491	-307.914	-0.28948
137.8	-0.28948	-254.566	-0.0705
137.81	-0.0705	-238.847	0.12543
137.82	0.12543	-191.484	0.3015
137.83	0.3015	-169.239	0.46069
137.84	0.46069	-145.472	0.60574
137.85	0.60574	-110.872	0.73921
137.86	0.73921	-92.7642	0.86342
137.87	0.86342	-74.2823	0.98052
137.88	0.98052	-47.5981	1.09248
137.89	1.09248	-33.0875	1.20112
137.9	1.20112	-19.4627	1.30812
137.91	1.30812	2.68317	1.41505
137.92	1.41505	14.3457	1.52338
137.93	1.52338	24.0259	1.63449
137.94	1.63449	46.2142	1.74973
137.95	1.74973	49.1859	1.87038
137.96	1.87038	70.6983	1.9977
137.97	1.9977	79.4099	2.13294
137.98	2.13294	87.3933	2.27736
137.99	2.27736	108.756	2.43223
138	2.43223	118.039	2.59885
138.01	2.59885	124.863	2.77853
138.02	2.77853	149.9	2.97266
138.03	2.97266	159.313	3.18265
138.04	3.18265	165.486	3.40997
138.05	3.40997	198.059	3.65612
138.06	3.65612	193.282	3.92266
138.07	3.92266	228.217	4.21116
138.08	4.21116	236.314	4.5232
138.09	4.5232	240.466	4.86031
138.1	4.86031	275.663	5.22396
138.11	5.22396	280.678	5.61551
138.12	5.61551	277.479	6.03607
138.13	6.03607	312.077	6.48648
138.14	6.48648	304.343	6.96712
138.15	6.96712	286.319	7.47782
138.16	7.47782	307.847	8.01763
138.17	8.01763	276.195	8.58468
138.18	8.58468	223.588	9.17587
138.19	9.17587	224.311	9.78671
138.2	9.78671	112.541	10.411
138.21	10.411	78.7976	11.0409
138.22	11.0409	-42.3995	11.6661
138.23	11.6661	-181.353	12.2748
138.24	12.2748	-283.952	12.853
138.25	12.853	-461.036	13.385
138.26	13.385	-640.927	13.8543
138.27	13.8543	-781.233	14.2441
138.28	14.2441	-963.059	14.5384
138.29	14.5384	-1106.38	14.723
138.3	14.723	-1209.36	14.7869
138.31	14.7869	-1284.46	14.7232
138.32	14.7232	-1306.58	14.5298
138.33	14.5298	-1280.34	14.2098
138.34	14.2098	-1178.8	13.7711
138.35	13.7711	-1079.33	13.2265
138.36	13.2265	-908.284	12.5918
138.37	12.5918	-698.294	11.8852
138.38	11.8852	-547.237	11.126
138.39	11.126	-334.757	10.3333
138.4	10.3333	-127.188	9.52507
138.41	9.52507	-14.8747	8.71743
138.42	8.71743	148.953	7.92425
138.43	7.92425	287.624	7.15687
138.44	7.15687	319.138	6.42412
138.45	6.42412	444.247	5.73246
138.46	5.73246	433.299	5.08619
138.47	5.08619	483.628	4.48776
138.48	4.48776	505.725	3.93806
138.49	3.93806	468.57	3.43674
138.5	3.43674	473.446	2.98246
138.51	2.98246	463.165	2.57318
138.52	2.57318	412.287	2.20633
138.53	2.20633	396.856	1.879
138.54	1.879	374.082	1.58812
138.55	1.58812	321.23	1.33052
138.56	1.33052	311.809	1.10308
138.57	1.10308	262.595	0.90273
138.58	0.90273	242.893	0.72656
138.59	0.72656	218.232	0.5718
138.6	0.5718	183.416	0.43588
138.61	0.43588	164.686	0.31641
138.62	0.31641	145.927	0.21123
138.63	0.21123	118.954	0.11832
138.64	0.11832	105.053	0.03589
138.65	0.03589	90.3253	-0.0377
138.66	-0.0377	70.983	-0.10393
138.67	-0.10393	60.736	-0.1641
138.68	-0.1641	50.0718	-0.21942
138.69	-0.21942	35.1565	-0.27097
138.7	-0.27097	30.5025	-0.31969
138.71	-0.31969	17.1611	-0.36649
138.72	-0.36649	11.6191	-0.41215
138.73	-0.41215	4.83955	-0.45743
138.74	-0.45743	-4.01606	-0.50299
138.75	-0.50299	-9.73449	-0.5495
138.76	-0.5495	-14.1074	-0.59757
138.77	-0.59757	-23.0611	-0.6478
138.78	-0.6478	-27.701	-0.70078
138.79	-0.70078	-31.3115	-0.75709
138.8	-0.75709	-41.7604	-0.81733
138.81	-0.81733	-42.6887	-0.88211
138.82	-0.88211	-54.0381	-0.95208
138.83	-0.95208	-58.6037	-1.0279
138.84	-1.0279	-62.9305	-1.11028
138.85	-1.11028	-75.8612	-1.2
138.86	-1.2	-81.7216	-1.29787
138.87	-1.29787	-86.7888	-1.40477
138.88	-1.40477	-103.307	-1.52168
138.89	-1.52168	-110.584	-1.64963
138.9	-1.64963	-117.483	-1.78977
138.91	-1.78977	-138.292	-1.94334
138.92	-1.94334	-148.259	-2.11168
138.93	-2.11168	-155.855	-2.29626
138.94	-2.29626	-186.13	-2.49867
138.95	-2.49867	-186.69	-2.72064
138.96	-2.72064	-220.76	-2.964
138.97	-2.964	-234.457	-3.23074
138.98	-3.23074	-245.757	-3.52297
138.99	-3.52297	-285.643	-3.8429
139	-3.8429	-301.022	-4.19282
139.01	-4.19282	-311.647	-4.57508
139.02	-4.57508	-358.414	-4.99203
139.03	-4.99203	-371.84	-5.44593
139.04	-5.44593	-373.643	-5.93884
139.05	-5.93884	-429.834	-6.4725
139.06	-6.4725	-397.96	-7.04813
139.07	-7.04813	-444.708	-7.66618
139.08	-7.66618	-421.942	-8.32606
139.09	-8.32606	-380.086	-9.02578
139.1	-9.02578	-384.882	-9.7615
139.11	-9.7615	-305.146	-10.5272
139.12	-10.5272	-192.257	-11.3139
139.13	-11.3139	-120.982	-12.1098
139.14	-12.1098	56.9524	-12.8994
139.15	-12.8994	270.384	-13.6637
139.16	-13.6637	446.684	-14.3806
139.17	-14.3806	724.231	-15.0251
139.18	-15.0251	1004.03	-15.5709
139.19	-15.5709	1231.33	-15.992
139.2	-15.992	1505.63	-16.2647
139.21	-16.2647	1674.74	-16.37
139.22	-16.37	1819.87	-16.2955
139.23	-16.2955	1846.22	-16.0371
139.24	-16.0371	1814.74	-15.5993
139.25	-15.5993	1678.72	-14.9956
139.26	-14.9956	1439.02	-14.2465
139.27	-14.2465	1220.93	-13.3781
139.28	-13.3781	909.344	-12.4193
139.29	-12.4193	568.72	-11.3999
139.3	-11.3999	360.107	-10.3484
139.31	-10.3484	15.1914	-9.29026
139.32	-9.29026	-124.82	-8.24748
139.33	-8.24748	-338.868	-7.23767
139.34	-7.23767	-500.051	-6.27428
139.35	-6.27428	-535.093	-5.36679
139.36	-5.36679	-626.633	-4.52121
139.37	-4.52121	-677.099	-3.74059
139.38	-3.74059	-635.268	-3.02559
139.39	-3.02559	-648.903	-2.375
139.4	-2.375	-637.98	-1.78626
139.41	-1.78626	-565.35	-1.25577
139.42	-1.25577	-542.851	-0.7793
139.43	-0.7793	-508.013	-0.35223
139.44	-0.35223	-429.255	0.03024
139.45	0.03024	-412.714	0.37294
139.46	0.37294	-338.314	0.6806
139.47	0.6806	-305.699	0.9578
139.48	0.9578	-268.498	1.20886
139.49	1.20886	-212.271	1.43787
139.5	1.43787	-182.83	1.64863
139.51	1.64863	-152.612	1.84467
139.52	1.84467	-108.208	2.02925
139.53	2.02925	-84.4085	2.20537
139.54	2.20537	-62.3043	2.37579
139.55	2.37579	-24.12	2.54306
139.56	2.54306	-14.6639	2.70953
139.57	2.70953	19.5015	2.87737
139.58	2.87737	34.151	3.0486
139.59	3.0486	47.5084	3.2251
139.6	3.2251	75.9557	3.40864
139.61	3.40864	87.3772	3.60088
139.62	3.60088	97.1176	3.80342
139.63	3.80342	123.811	4.01773
139.64	4.01773	132.636	4.24524
139.65	4.24524	138.506	4.48731
139.66	4.48731	165.047	4.74517
139.67	4.74517	171.224	5.02001
139.68	5.02001	169.957	5.31285
139.69	5.31285	202.502	5.62462
139.7	5.62462	183.019	5.95601
139.71	5.95601	212.688	6.30752
139.72	6.30752	204.181	6.67933
139.73	6.67933	189.924	7.07126
139.74	7.07126	207.876	7.48269
139.75	7.48269	184.809	7.91243
139.76	7.91243	152.7	8.35867
139.77	8.35867	153.946	8.81881
139.78	8.81881	106.578	9.28938
139.79	9.28938	46.1915	9.76598
139.8	9.76598	27.0366	10.2431
139.81	10.2431	-77.7992	10.7143
139.82	10.7143	-118.36	11.1719
139.83	11.1719	-221.428	11.6073
139.84	11.6073	-326.392	12.0112
139.85	12.0112	-400.451	12.3738
139.86	12.3738	-516.218	12.685
139.87	12.685	-618.469	12.9353
139.88	12.9353	-691.545	13.1159
139.89	13.1159	-777.136	13.2193
139.9	13.2193	-829.209	13.2404
139.91	13.2404	-858.318	13.1759
139.92	13.1759	-867.392	13.0255
139.93	13.0255	-831.169	12.7916
139.94	12.7916	-800.662	12.4791
139.95	12.4791	-700.259	12.0956
139.96	12.0956	-632.559	11.6502
139.97	11.6502	-514.907	11.1536
139.98	11.1536	-380.208	10.6174
139.99	10.6174	-295.794	10.0532
140	10.0532	-165.437	9.47244
140.01	9.47244	-40.1636	8.88565
140.02	8.88565	20.1148	8.30245
140.03	8.30245	121.647	7.73117
140.04	7.73117	209.252	7.17876
140.05	7.17876	224.383	6.65081
140.06	6.65081	310.836	6.1516
140.07	6.1516	302.893	5.6842
140.08	5.6842	341.169	5.25059
140.09	5.25059	362.065	4.85185
140.1	4.85185	339.966	4.48825
140.11	4.48825	350.663	4.15948
140.12	4.15948	349.513	3.86472
140.13	3.86472	319.546	3.60279
140.14	3.60279	315.772	3.37227
140.15	3.37227	304.037	3.17156
140.16	3.17156	275.672	2.99902
140.17	2.99902	265.654	2.85295
140.18	2.85295	251.653	2.73169
140.19	2.73169	227.947	2.63368
140.2	2.63368	220.931	2.55743
140.21	2.55743	201.348	2.5016
140.22	2.5016	192.293	2.46495
140.23	2.46495	181.547	2.44643
140.24	2.44643	171.384	2.44513
140.25	2.44513	164.773	2.46028
140.26	2.46028	157.591	2.4913
140.27	2.4913	154.572	2.53773
140.28	2.53773	151.849	2.59929
140.29	2.59929	146.832	2.67583
140.3	2.67583	152.925	2.76734
140.31	2.76734	146.978	2.87397
140.32	2.87397	156.912	2.99598
140.33	2.99598	158.245	3.13377
140.34	3.13377	157.948	3.28785
140.35	3.28785	173.579	3.45884
140.36	3.45884	176.792	3.64746
140.37	3.64746	178.222	3.85454
140.38	3.85454	199.332	4.08095
140.39	4.08095	203.579	4.32764
140.4	4.32764	204.527	4.5956
140.41	4.5956	230.392	4.8858
140.42	4.8858	233.274	5.19919
140.43	5.19919	229.473	5.53665
140.44	5.53665	262.61	5.89889
140.45	5.89889	238.257	6.28645
140.46	6.28645	268.612	6.69954
140.47	6.69954	255.102	7.13798
140.48	7.13798	233.628	7.60108
140.49	7.60108	248.125	8.08746
140.5	8.08746	213.477	8.59494
140.51	8.59494	165.421	9.12037
140.52	9.12037	154.121	9.65942
140.53	9.65942	83.605	10.2065
140.54	10.2065	-5.6419	10.7546
140.55	10.7546	-49.838	11.2952
